type,id,name,current_email,backup_timestamp
student,189176e3-0b6a-4fee-8a1a-992c7cd4c4ef,Kamara Okafor,kamara.okafor@student.fairview-school.ng,20260809_084552
student,15cfa90b-4b28-4f5d-a075-b5638477bbc3,Kamara Oladele,kamara.oladele@student.fairview-school.ng,20260809_084552
student,7d7c1cca-d7b2-4ae5-8838-297faf9395a5,Kamara Usman,kamara.usman@student.fairview-school.ng,20260809_084552
student,f9565945-2510-49e6-bdb3-965297db45cf,Kamila Agbaje,kamila.agbaje@student.fairview-school.ng,20260809_084552
student,9c5dcc3c-46ed-438e-a439-95c679cdbfdd,Kamila Ahmed,kamila.ahmed@student.fairview-school.ng,20260809_084552
student,faa8b9d3-716f-4983-9f0f-b61e0f829dd2,Kamila Anyanwu,kamila.anyanwu@student.fairview-school.ng,20260809_084552
student,3bae0d23-efd7-414d-8dbe-ca9a4039e0e3,Kamila Asante,kamila.asante@student.fairview-school.ng,20260809_084552
student,dc7f4dd2-d951-4180-8bd9-7bd77182869d,Kamila Bamigboye,kamila.bamigboye@student.fairview-school.ng,20260809_084552
student,7afcb0b5-0750-44e1-98ee-0fbe4abff85e,Kamila Egbunike,kamila.egbunike@student.fairview-school.ng,20260809_084552
student,2906a3de-4013-4f01-bd5a-044b561852c0,Kamila Egbunike,kamila.egbunike@student.fairview-school.ng,20260809_084552
student,9f91329e-85b1-4938-8f8e-8e20e5389114,Kamila Fasola,kamila.fasola@student.fairview-school.ng,20260809_084552
student,8ace37c5-c651-4655-8213-d515c7e1175c,Kamila Mensah,kamila.mensah@student.fairview-school.ng,20260809_084552
student,91d3ee39-86da-46e7-9ebd-75821083a415,Kamila Mensah,kamila.mensah@student.fairview-school.ng,20260809_084552
student,fa746f6f-1a60-450d-9c46-fdc22b5603fd,Kamila Mohammed,kamila.mohammed@student.fairview-school.ng,20260809_084552
student,86c956ab-161c-429f-bb05-598df042e114,Kamila Ndiaye,kamila.ndiaye@student.fairview-school.ng,20260809_084552
student,05768749-9a07-4d7e-89ed-bc4888e58262,Kamila Olagoke,kamila.olagoke@student.fairview-school.ng,20260809_084552
student,1cdeaf88-cb8d-42cb-a498-c4661ed64931,Kamila Olagoke,kamila.olagoke@student.fairview-school.ng,20260809_084552
student,f4ef32cc-0c3e-41b6-bc0e-c2b759c06602,Kamila Opoku,kamila.opoku@student.fairview-school.ng,20260809_084552
student,c69ebd66-e91c-40ac-8508-f3f345917553,Kamila Usman,kamila.usman@student.fairview-school.ng,20260809_084552
student,4ae807b4-5dbd-451e-9aa8-2b400b5cf8f3,Lola Agbaje,lola.agbaje@student.fairview-school.ng,20260809_084552
student,fa4a0510-b2d7-4e0c-a5ee-449d3b5c104b,Lola Agbaje,lola.agbaje@student.fairview-school.ng,20260809_084552
student,7625d9db-31bf-415d-9df1-d4f2adab2b2e,Lola Ahmed,lola.ahmed@student.fairview-school.ng,20260809_084552
student,682d4b05-6abe-4044-a8ce-561db34a77d5,Lola Ahmed,lola.ahmed@student.fairview-school.ng,20260809_084552
student,98574b78-f0d1-470a-b58c-c532ccb927b3,Lola Asante,lola.asante@student.fairview-school.ng,20260809_084552
student,95ec2586-138c-4821-9f69-c88df6d4e7af,Lola Bello,lola.bello@student.fairview-school.ng,20260809_084552
student,d117fbd6-ea9e-4b06-9529-d4158a5e7318,Lola Egbunike,lola.egbunike@student.fairview-school.ng,20260809_084552
student,0d1c1087-c953-4939-b7a5-37949531bba0,Lola Ibrahim,lola.ibrahim@student.fairview-school.ng,20260809_084552
student,a148caa7-81fc-4da8-96a7-e80325b80dee,Lola Mohammed,lola.mohammed@student.fairview-school.ng,20260809_084552
student,f18a7fce-831a-40ac-9d31-5c622fd3709c,Lola Ndiaye,lola.ndiaye@student.fairview-school.ng,20260809_084552
student,79c15268-d0e9-45b7-b75b-412578fb90c8,Lola Okoro,lola.okoro@student.fairview-school.ng,20260809_084552
student,51c35dbe-2d32-48da-91c4-d76cdda01209,Lola Olagoke,lola.olagoke@student.fairview-school.ng,20260809_084552
student,84ee0244-0db5-4776-b84e-aad13c61dab0,Lola Olagoke,lola.olagoke@student.fairview-school.ng,20260809_084552
student,ee6d812e-2991-4374-b30d-73ddf3c0f151,Lola Oluwaseun,lola.oluwaseun@student.fairview-school.ng,20260809_084552
student,6dbc8486-d100-474d-ba14-d9a66e563b4b,Luthando Adebanjo,luthando.adebanjo@student.fairview-school.ng,20260809_084552
student,4b348da2-f089-4da2-9b95-3de8776387a8,Luthando Adeyemi,luthando.adeyemi@student.fairview-school.ng,20260809_084552
student,1acb86c1-34e9-497e-b908-3725d2228287,Luthando Adomako,luthando.adomako@student.fairview-school.ng,20260809_084552
student,e244dfb6-1d90-4b6b-82f8-69d6d6885b7d,Luthando Agbaje,luthando.agbaje@student.fairview-school.ng,20260809_084552
student,8a964339-7eb7-416b-b811-900197f577dd,Luthando Fasola,luthando.fasola@student.fairview-school.ng,20260809_084552
student,138dd71a-e680-4e6f-9252-d138e72ad660,Mercy Agbaje,mercy.agbaje@student.fairview-school.ng,20260809_084552
student,d634c0bd-c47d-478f-9a6b-d949d784e78c,Mercy Egbunike,mercy.egbunike@student.fairview-school.ng,20260809_084552
student,846cf501-3375-42d1-8a8b-3ab791f26308,Mercy Fasola,mercy.fasola@student.fairview-school.ng,20260809_084552
student,05ab516d-17a0-4cb4-b3d8-b42c2af8e802,Mercy Mohammed,mercy.mohammed@student.fairview-school.ng,20260809_084552
student,f8f6a1ed-86e9-4a2f-8327-40c8aa09088b,Mercy Okonkwo,mercy.okonkwo@student.fairview-school.ng,20260809_084552
student,895bc03c-0856-4a01-97d8-17a73814f297,Mercy Oluwaseun,mercy.oluwaseun@student.fairview-school.ng,20260809_084552
student,bf07bd5a-ccd8-457b-bbe5-d2107792f199,Mercy Usman,mercy.usman@student.fairview-school.ng,20260809_084552
student,469a156f-4b40-4a66-83fb-ddc7270b61c8,Musa Abioye,musa.abioye@student.fairview-school.ng,20260809_084552
student,0762b162-c2ae-490e-844d-e42d0802454b,Musa Abioye,musa.abioye@student.fairview-school.ng,20260809_084552
student,1352b95e-bd65-48db-a69d-69ae2492a54b,Musa Adeyemi,musa.adeyemi@student.fairview-school.ng,20260809_084552
student,2e7e7863-f7d5-4dba-b2ca-96998443e3d3,Musa Ahmed,musa.ahmed@student.fairview-school.ng,20260809_084552
student,e8db9803-a9f0-4495-802b-0c34974bfbf7,Musa Ahmed,musa.ahmed@student.fairview-school.ng,20260809_084552
student,68c5e26a-61fc-4385-a54b-0d928a9e58f0,Musa Ahmed,musa.ahmed@student.fairview-school.ng,20260809_084552
student,5d165420-f882-4aae-a2a0-308d96ca9621,Musa Bamigboye,musa.bamigboye@student.fairview-school.ng,20260809_084552
student,b9715b1a-6b1b-44df-adec-017c922da985,Musa Oladele,musa.oladele@student.fairview-school.ng,20260809_084552
student,d3e4df25-45c9-428d-ad50-048f0c89ccff,Nkiru Abioye,nkiru.abioye@student.fairview-school.ng,20260809_084552
student,b39fef6d-c823-4798-8803-8a87cbe2db9a,Nkiru Adeyemi,nkiru.adeyemi@student.fairview-school.ng,20260809_084552
student,a6870b3d-88e7-41a5-9953-3c454de1b4e6,Nkiru Anyanwu,nkiru.anyanwu@student.fairview-school.ng,20260809_084552
student,44a725e0-d84f-4bdc-aa1c-ab68769d4a3c,Nkiru Dada,nkiru.dada@student.fairview-school.ng,20260809_084552
student,e46e7602-0441-40fd-b31d-52d65b266fc0,Nkiru Egbunike,nkiru.egbunike@student.fairview-school.ng,20260809_084552
student,53b76b14-ba0c-4483-863a-629f0478452c,Nkiru Fasola,nkiru.fasola@student.fairview-school.ng,20260809_084552
student,f4ee1d8e-1e04-494f-861f-95931f888625,Nkiru Ibrahim,nkiru.ibrahim@student.fairview-school.ng,20260809_084552
student,64772708-c2ff-413d-9155-1b111d491a77,Nkiru Ndiaye,nkiru.ndiaye@student.fairview-school.ng,20260809_084552
student,695673f0-ef34-4338-a151-cb6ae12d671a,Nkiru Obi,nkiru.obi@student.fairview-school.ng,20260809_084552
student,08a7fcdd-0073-4f6f-9af0-f72000ecfef5,Nkiru Okonkwo,nkiru.okonkwo@student.fairview-school.ng,20260809_084552
student,7896b8f5-f664-4efd-9122-2c5a81d97564,Nkiru Olagoke,nkiru.olagoke@student.fairview-school.ng,20260809_084552
student,c6bebbba-a480-4b83-98df-b774f9db4870,Nkiru Usman,nkiru.usman@student.fairview-school.ng,20260809_084552
student,1afc1c08-deed-49e1-9a1e-e1d0a0d5f808,Nonso Adeyemi,nonso.adeyemi@student.fairview-school.ng,20260809_084552
student,da6305ea-f539-4ad3-b994-1a9ccb229b14,Nonso Adomako,nonso.adomako@student.fairview-school.ng,20260809_084552
student,1e68d1a4-a359-4dd6-a557-3399e6ebce01,Nonso Adomako,nonso.adomako@student.fairview-school.ng,20260809_084552
student,55d04740-2f04-452a-8cc4-7ef7bd36a8db,Nonso Anyanwu,nonso.anyanwu@student.fairview-school.ng,20260809_084552
student,e127dabb-38ed-4923-a1ff-d9860eede24c,Nonso Asante,nonso.asante@student.fairview-school.ng,20260809_084552
student,731f375f-0253-4397-b9f1-ad8d05109273,Nonso Egbunike,nonso.egbunike@student.fairview-school.ng,20260809_084552
student,cebfda46-a2c1-4412-a2f6-4db510dfc0e9,Nonso Fasola,nonso.fasola@student.fairview-school.ng,20260809_084552
student,83e392ba-e34d-47e9-93ad-dbfa2ccddff4,Nonso Hassan,nonso.hassan@student.fairview-school.ng,20260809_084552
student,3b93899f-f46e-445b-b44f-df6ebe231762,Nonso Hassan,nonso.hassan@student.fairview-school.ng,20260809_084552
student,ded0863c-c8a2-47e7-97b5-d2c9dc8491d6,Nonso Mohammed,nonso.mohammed@student.fairview-school.ng,20260809_084552
student,97b292c0-c5bc-4123-a75c-64a15cd96edf,Nonso Ndiaye,nonso.ndiaye@student.fairview-school.ng,20260809_084552
student,78bbab26-c137-4867-899a-41094552b9e0,Nonso Obi,nonso.obi@student.fairview-school.ng,20260809_084552
student,739e56b4-c495-4477-ac81-f20a2ec30e22,Nonso Okafor,nonso.okafor@student.fairview-school.ng,20260809_084552
student,3f9a2032-6d9d-4062-bf1a-f480c19b9245,Nonso Okafor,nonso.okafor@student.fairview-school.ng,20260809_084552
student,c22013dc-1509-4d80-80e8-5070240b5fa9,OLUWASOJI OLABODE ADEKUOROYE,mroluwasoji@gmail.com,20260809_084552
student,5c481843-d53f-49b9-b0a5-48d1cda5f0e5,Obinna Adeyemi,obinna.adeyemi@student.fairview-school.ng,20260809_084552
student,828d1d75-70ce-4012-97c8-69e242bb7503,Obinna Adomako,obinna.adomako@student.fairview-school.ng,20260809_084552
student,a33aa0dd-cbe6-4b2e-86fd-9ae950b8e580,Obinna Agbaje,obinna.agbaje@student.fairview-school.ng,20260809_084552
student,f034fea1-7ea0-48c3-a41d-71b85e73bfed,Obinna Anyanwu,obinna.anyanwu@student.fairview-school.ng,20260809_084552
student,b48831a5-1884-49b4-af9b-af4279fe2a99,Obinna Anyanwu,obinna.anyanwu@student.fairview-school.ng,20260809_084552
student,22b95fac-c045-4dbe-ada4-1549da6841c9,Obinna Egbunike,obinna.egbunike@student.fairview-school.ng,20260809_084552
student,7aa2ab5b-d3b0-4345-a9a5-afe2e402104e,Obinna Fasola,obinna.fasola@student.fairview-school.ng,20260809_084552
student,fee4e85d-a825-463d-987d-657c10f3cde3,Obinna Mensah,obinna.mensah@student.fairview-school.ng,20260809_084552
student,459d1552-c7a2-4c7f-a291-9d5279174fb8,Obinna Mohammed,obinna.mohammed@student.fairview-school.ng,20260809_084552
student,d238b1f1-8f0c-44fb-b541-3588ec73a8cb,Obinna Okafor,obinna.okafor@student.fairview-school.ng,20260809_084552
student,b36ef8f3-d7d4-4748-babd-191a015a637c,Obinna Okonkwo,obinna.okonkwo@student.fairview-school.ng,20260809_084552
student,69af5181-ca59-46f3-b7f2-1a8642465d2a,Obinna Okonkwo,obinna.okonkwo@student.fairview-school.ng,20260809_084552
student,9147af51-dd91-4ef8-895d-bd4800125bca,Obinna Olagoke,obinna.olagoke@student.fairview-school.ng,20260809_084552
student,d1ade276-fd31-4220-afd9-bcb61345a420,Obinna Oluwaseun,obinna.oluwaseun@student.fairview-school.ng,20260809_084552
student,a9cb50e6-0fc1-4190-88c4-fb092d53e845,Obinna Oluwaseun,obinna.oluwaseun@student.fairview-school.ng,20260809_084552
student,65ea8f07-f709-48d3-aae2-e9782f6db2e2,Obinna Opoku,obinna.opoku@student.fairview-school.ng,20260809_084552
student,18ab0f25-2f57-42fd-865b-7db9a2a52105,Oyin Abioye,oyin.abioye@student.fairview-school.ng,20260809_084552
student,962f0aaa-d53d-4f2f-bedf-5ceecf6e89b7,Oyin Adebanjo,oyin.adebanjo@student.fairview-school.ng,20260809_084552
student,a2739fa6-ac31-494a-abc6-7c7eee2422ad,Oyin Ahmed,oyin.ahmed@student.fairview-school.ng,20260809_084552
student,8da2f2cf-d466-490e-bd4e-c45e79cbb758,Oyin Egbunike,oyin.egbunike@student.fairview-school.ng,20260809_084552
student,81a1c223-65c7-434a-ac41-eb7498c15487,Oyin Hassan,oyin.hassan@student.fairview-school.ng,20260809_084552
student,1d74916f-20c6-4488-b7af-b286691670c5,Oyin Hassan,oyin.hassan@student.fairview-school.ng,20260809_084552
student,a72766ac-b379-4850-92d7-9b0120ffea84,Oyin Ibrahim,oyin.ibrahim@student.fairview-school.ng,20260809_084552
student,1818a303-f2e6-445b-a4f6-535fb74ae2e0,Oyin Mohammed,oyin.mohammed@student.fairview-school.ng,20260809_084552
student,c349de2e-ad0d-4e46-af8c-8ce99f45d4ca,Oyin Ndiaye,oyin.ndiaye@student.fairview-school.ng,20260809_084552
student,ffcc248c-7f72-49ff-ab03-2d944cade829,Oyin Obi,oyin.obi@student.fairview-school.ng,20260809_084552
student,c1eca200-6b34-429d-8bb6-95189abb1567,Oyin Obi,oyin.obi@student.fairview-school.ng,20260809_084552
student,cd18fcdd-d0c7-4c83-b3ff-137f01bd8f19,Oyin Okafor,oyin.okafor@student.fairview-school.ng,20260809_084552
student,058949ff-c4f5-49e4-b5c5-1f8c0d76a7b1,Oyin Okafor,oyin.okafor@student.fairview-school.ng,20260809_084552
student,19c29b59-9983-4f9e-8b2f-72add7d3cca0,Oyin Oluwaseun,oyin.oluwaseun@student.fairview-school.ng,20260809_084552
student,f5838f66-b658-4913-ba11-92768052d238,Pelumi Abioye,pelumi.abioye@student.fairview-school.ng,20260809_084552
student,9b328257-a4bf-42b7-a6c5-6d3c8c5d9300,Pelumi Abioye,pelumi.abioye@student.fairview-school.ng,20260809_084552
student,0ebd348f-bb9b-4b72-80cc-295aca4196f3,Pelumi Adeyemi,pelumi.adeyemi@student.fairview-school.ng,20260809_084552
student,517a418d-57ab-4d17-8ac0-6b66c62ba70d,Pelumi Anyanwu,pelumi.anyanwu@student.fairview-school.ng,20260809_084552
student,2310fc06-a2cf-4916-8e1e-24c7c372b134,Pelumi Egbunike,pelumi.egbunike@student.fairview-school.ng,20260809_084552
student,324b2d01-841c-480b-aa47-7d8755982aaa,Pelumi Fasola,pelumi.fasola@student.fairview-school.ng,20260809_084552
student,56661ab4-d246-4c3f-a9ab-f288f9a2999f,Pelumi Ibrahim,pelumi.ibrahim@student.fairview-school.ng,20260809_084552
student,29f4135b-789a-469a-9cf4-b96b050b5a97,Pelumi Obi,pelumi.obi@student.fairview-school.ng,20260809_084552
student,d60d1fc4-673e-4eb6-a683-ec0bdfa0e1f1,Pelumi Okoro,pelumi.okoro@student.fairview-school.ng,20260809_084552
student,ac297b99-f8ad-4ae6-af3e-a8e1392081f3,Pelumi Oluwaseun,pelumi.oluwaseun@student.fairview-school.ng,20260809_084552
student,45bafe3a-8d22-443e-9cbc-10f64373e4d4,Pelumi Oluwaseun,pelumi.oluwaseun@student.fairview-school.ng,20260809_084552
student,32819e1b-0031-4b8d-9a5d-d3117adfed07,Pelumi Oluwaseun,pelumi.oluwaseun@student.fairview-school.ng,20260809_084552
student,78f81dd4-63bd-4078-8cd9-c4895ac16c71,Pelumi Opoku,pelumi.opoku@student.fairview-school.ng,20260809_084552
student,2c76a1d7-cbaa-45d1-9c90-2c06fc7473fc,Pelumi Usman,pelumi.usman@student.fairview-school.ng,20260809_084552
student,af7a87ef-6efc-45e6-bbb0-eb26f9e5d042,Princess Abioye,princess.abioye@student.fairview-school.ng,20260809_084552
student,3577a5e6-fa33-4b8c-b70c-409121b6cafd,Princess Agbaje,princess.agbaje@student.fairview-school.ng,20260809_084552
student,7703cfd3-5fb8-47c7-be39-ac5872b5f2ac,Princess Agbaje,princess.agbaje@student.fairview-school.ng,20260809_084552
student,1638d44b-f96d-413d-9539-25cec4b3aa77,Princess Ahmed,princess.ahmed@student.fairview-school.ng,20260809_084552
student,68145a54-f158-4aa8-90ac-6d920ce217b4,Princess Asante,princess.asante@student.fairview-school.ng,20260809_084552
student,51850374-3c79-4fae-a3f2-725c96086a64,Princess Egbunike,princess.egbunike@student.fairview-school.ng,20260809_084552
student,a4a76dae-9c6e-4b93-8362-cdd28ca97db2,Princess Egbunike,princess.egbunike@student.fairview-school.ng,20260809_084552
student,e5493651-7a96-4515-86be-3fefc4d91f40,Princess Mohammed,princess.mohammed@student.fairview-school.ng,20260809_084552
student,040fb2cb-7468-4bb0-9186-dc1c9c48aca2,Princess Ndiaye,princess.ndiaye@student.fairview-school.ng,20260809_084552
student,3f91b094-2fef-4e3b-90b1-76f4d2c7e5a9,Princess Obi,princess.obi@student.fairview-school.ng,20260809_084552
student,3dbb4e09-2623-4b3d-b780-f1aea7d20eef,Princess Obi,princess.obi@student.fairview-school.ng,20260809_084552
student,8511eb6e-3a62-4dc0-bceb-32a2163a2b42,Princess Okonkwo,princess.okonkwo@student.fairview-school.ng,20260809_084552
student,e4710d41-e1ea-4638-8c9a-182e4d4421c9,Princess Okoro,princess.okoro@student.fairview-school.ng,20260809_084552
student,35445656-71d7-404a-8480-9f2ce3c58a51,Princess Okoro,princess.okoro@student.fairview-school.ng,20260809_084552
student,27d32a28-0d7f-4a7a-a9bf-d79777ae4771,Princess Opoku,princess.opoku@student.fairview-school.ng,20260809_084552
student,485e8c37-119a-4ab9-abb6-3a7e3f436915,Rasiq Ahmed,rasiq.ahmed@student.fairview-school.ng,20260809_084552
student,cc33cef6-a308-4c1e-804a-a9dac4a277f2,Rasiq Ahmed,rasiq.ahmed@student.fairview-school.ng,20260809_084552
student,c2d2c67f-93c8-4f11-a0d3-4ebb65b306ad,Rasiq Asante,rasiq.asante@student.fairview-school.ng,20260809_084552
student,fd39b95e-9043-4f4f-b539-3f5caa08f543,Rasiq Bamigboye,rasiq.bamigboye@student.fairview-school.ng,20260809_084552
student,e37f4643-89e8-494e-88cd-42d8469c79ca,Rasiq Bello,rasiq.bello@student.fairview-school.ng,20260809_084552
student,fd3c3335-17b2-40c5-b8de-4c27ec1500c8,Rasiq Bello,rasiq.bello@student.fairview-school.ng,20260809_084552
student,bad4b69c-1b9d-48e6-ac5b-f131994ad742,Rasiq Fasola,rasiq.fasola@student.fairview-school.ng,20260809_084552
student,25c4dfa4-4b59-4628-86da-c2472bece2d2,Rasiq Mohammed,rasiq.mohammed@student.fairview-school.ng,20260809_084552
student,b5a2db03-43a1-4e15-911a-395d58f8ca51,Rasiq Okafor,rasiq.okafor@student.fairview-school.ng,20260809_084552
student,fdd11bf4-5b64-4a10-901f-95669bf20e30,Rasiq Okonkwo,rasiq.okonkwo@student.fairview-school.ng,20260809_084552
student,a4148ae0-00b3-4949-9194-73361ab5f22c,Rasiq Okoro,rasiq.okoro@student.fairview-school.ng,20260809_084552
student,4e0057a2-a314-44d5-914f-049a0234f425,Rasiq Oladele,rasiq.oladele@student.fairview-school.ng,20260809_084552
student,9337d279-cec1-486e-bef3-232522bdbb8d,Raven Bello,raven.bello@student.fairview-school.ng,20260809_084552
student,b42e07f6-cca6-41d8-8f28-18bb2c836556,Raven Dada,raven.dada@student.fairview-school.ng,20260809_084552
student,0607b828-afe4-4206-8bbf-210be9e3fefe,Raven Fasola,raven.fasola@student.fairview-school.ng,20260809_084552
student,2144869d-ceb0-46fa-a64e-a3adf9bb1ecc,Raven Ibrahim,raven.ibrahim@student.fairview-school.ng,20260809_084552
student,2bf4b0e3-3185-43a2-a93e-d81690648964,Sayo Adomako,sayo.adomako@student.fairview-school.ng,20260809_084552
student,4fee2341-ec6a-4fa5-a598-cb1315354d3d,Sayo Asante,sayo.asante@student.fairview-school.ng,20260809_084552
student,85fee5f4-7690-41b2-8eff-fcb380475589,Sayo Bello,sayo.bello@student.fairview-school.ng,20260809_084552
student,55e4cf84-162b-4d5b-9ee6-29f0d210e899,Sayo Fasola,sayo.fasola@student.fairview-school.ng,20260809_084552
student,1c028e3f-5340-4c4f-bfa3-de8b78dbb4b8,Sayo Hassan,sayo.hassan@student.fairview-school.ng,20260809_084552
student,6dff8cb1-b146-416c-ba9c-77950fdd46e3,Sayo Okafor,sayo.okafor@student.fairview-school.ng,20260809_084552
student,e4a5577b-169a-495e-9973-8c779ead5266,Sophia Agbaje,sophia.agbaje@student.fairview-school.ng,20260809_084552
student,62b3b96c-4af7-4768-9951-a15cf4bb09b6,Sophia Bello,sophia.bello@student.fairview-school.ng,20260809_084552
student,e9cdbedf-3f0c-485a-a601-44eb33410a60,Sophia Ibrahim,sophia.ibrahim@student.fairview-school.ng,20260809_084552
student,911adf39-41d7-4b64-a332-b643644bc1d3,Sophia Mensah,sophia.mensah@student.fairview-school.ng,20260809_084552
student,69ca9146-7ef7-49ae-8a13-ab7acafc8422,Sophia Okafor,sophia.okafor@student.fairview-school.ng,20260809_084552
student,9ae30a92-33fc-4bd6-8ed6-499ab85ff79e,Sophia Opoku,sophia.opoku@student.fairview-school.ng,20260809_084552
student,d92f7063-7c01-428c-8a31-af193e9382e1,Tayo Agbaje,tayo.agbaje@student.fairview-school.ng,20260809_084552
student,1012084f-cb33-4b2a-ada8-cf3df5cf497f,Tayo Egbunike,tayo.egbunike@student.fairview-school.ng,20260809_084552
student,4f075749-043c-422f-b09c-7da82499c782,Tayo Hassan,tayo.hassan@student.fairview-school.ng,20260809_084552
student,90d8214a-646d-4c9f-978b-3280c335d6ce,Tayo Hassan,tayo.hassan@student.fairview-school.ng,20260809_084552
student,fc0c99e4-e173-4874-9760-5ec54da73b75,Tayo Mensah,tayo.mensah@student.fairview-school.ng,20260809_084552
student,56bc0a52-b05b-439b-a831-9effa69e0d69,Tayo Okonkwo,tayo.okonkwo@student.fairview-school.ng,20260809_084552
student,a75c6035-457b-4335-b7a9-3fa136d30d9a,Tayo Okoro,tayo.okoro@student.fairview-school.ng,20260809_084552
student,1035d053-368b-409f-b943-e9b4345652d6,Tayo Oluwaseun,tayo.oluwaseun@student.fairview-school.ng,20260809_084552
student,487fda9b-fa08-4138-aeba-94101b35d2ef,Tunde Adebanjo,tunde.adebanjo@student.fairview-school.ng,20260809_084552
student,8fa42096-443f-4070-b3f7-3d1eb8fdabd4,Tunde Ahmed,tunde.ahmed@student.fairview-school.ng,20260809_084552
student,a10f74fc-2faf-423d-ae6c-cae81ab29da5,Tunde Anyanwu,tunde.anyanwu@student.fairview-school.ng,20260809_084552
student,0b87e697-3392-40d4-9845-71489f5e1081,Tunde Bello,tunde.bello@student.fairview-school.ng,20260809_084552
student,1e2cc205-b5e8-46d1-8b68-8640684679d2,Tunde Egbunike,tunde.egbunike@student.fairview-school.ng,20260809_084552
student,25d28e73-9fb1-4d3f-b271-226dd01ae393,Tunde Egbunike,tunde.egbunike@student.fairview-school.ng,20260809_084552
student,59031ebd-7dc4-4757-b5dd-3199ac3a81bd,Tunde Mohammed,tunde.mohammed@student.fairview-school.ng,20260809_084552
student,a0c6af96-b0bf-45fa-908c-fb8551ffe83d,Tunde Mohammed,tunde.mohammed@student.fairview-school.ng,20260809_084552
student,e1f6135a-3426-432d-8c6b-edf5435f9a3c,Tunde Ndiaye,tunde.ndiaye@student.fairview-school.ng,20260809_084552
student,3d8a9382-109a-48a4-bf42-6ea45a244169,Uche Abioye,uche.abioye@student.fairview-school.ng,20260809_084552
student,db997e78-a341-4bc3-b6f0-84e0dcbd27f0,Uche Adebanjo,uche.adebanjo@student.fairview-school.ng,20260809_084552
student,0a41bd7a-2c35-4570-8eff-28f642e45124,Uche Ahmed,uche.ahmed@student.fairview-school.ng,20260809_084552
student,8d1a6309-80a3-4041-819b-82860dac4c04,Uche Anyanwu,uche.anyanwu@student.fairview-school.ng,20260809_084552
student,2e50d2f3-6e4d-484f-b7f5-3229b1cea8c8,Uche Anyanwu,uche.anyanwu@student.fairview-school.ng,20260809_084552
student,c901e5c1-4dbb-45cf-acd6-ca0982d14514,Uche Asante,uche.asante@student.fairview-school.ng,20260809_084552
student,a8784cad-d13d-43e5-8bd5-84a6f5f0c9c1,Uche Hassan,uche.hassan@student.fairview-school.ng,20260809_084552
student,35cc1aa2-7def-4dd1-9447-e7dbd0e754ff,Uche Hassan,uche.hassan@student.fairview-school.ng,20260809_084552
student,564d2aa2-f8b5-4db1-89e1-9be2ea0a9535,Uche Mohammed,uche.mohammed@student.fairview-school.ng,20260809_084552
student,916360b0-347d-43a4-ab04-eb605deca94a,Uche Obi,uche.obi@student.fairview-school.ng,20260809_084552
student,302f9048-abe6-429e-87b0-f73c08194d6a,Uche Obi,uche.obi@student.fairview-school.ng,20260809_084552
student,cdb4e1dc-9600-448c-82b0-0322b5dbfd76,Uche Okafor,uche.okafor@student.fairview-school.ng,20260809_084552
student,2a483165-ff20-4b67-8ef2-da95813ac53b,Uche Okoro,uche.okoro@student.fairview-school.ng,20260809_084552
student,a8a4336a-a3a0-4a6d-8bc1-48c5187244d3,Uche Opoku,uche.opoku@student.fairview-school.ng,20260809_084552
student,4ee0e6ec-cbe2-490e-9729-9889939256b9,Umar Adebanjo,umar.adebanjo@student.fairview-school.ng,20260809_084552
student,b2fd905d-3381-42c9-af26-1333df48ed07,Umar Ahmed,umar.ahmed@student.fairview-school.ng,20260809_084552
student,fa6c7412-f754-4c57-8363-5e7b66aea14a,Umar Bamigboye,umar.bamigboye@student.fairview-school.ng,20260809_084552
student,68db790d-6cc5-45f8-b89f-a81a4e17a584,Umar Bamigboye,umar.bamigboye@student.fairview-school.ng,20260809_084552
student,c1570ef6-9d06-4179-8a43-176e4ff943ce,Umar Dada,umar.dada@student.fairview-school.ng,20260809_084552
student,226c9b26-8ae7-4684-b7c4-af08babe7277,Umar Dada,umar.dada@student.fairview-school.ng,20260809_084552
student,37267cff-cdb5-4e42-85c8-1162eccce5a8,Umar Ibrahim,umar.ibrahim@student.fairview-school.ng,20260809_084552
student,81cfb9a1-7206-4059-a37a-cdc94a048a10,Umar Ndiaye,umar.ndiaye@student.fairview-school.ng,20260809_084552
student,b46ff0c4-a0d5-499b-a2d1-3dd6aca2401e,Umar Ndiaye,umar.ndiaye@student.fairview-school.ng,20260809_084552
student,1988788a-55cc-476f-b516-ffb35592dabe,Umar Okoro,umar.okoro@student.fairview-school.ng,20260809_084552
student,203ab591-4e5b-4968-b331-5f50386b5796,Victoria Egbunike,victoria.egbunike@student.fairview-school.ng,20260809_084552
student,cb7ee4a4-cbbd-40b2-84a3-0fd25d3bede3,Victoria Ndiaye,victoria.ndiaye@student.fairview-school.ng,20260809_084552
student,add0612e-2aab-4cd9-a056-4ff86cc8b761,Victoria Okonkwo,victoria.okonkwo@student.fairview-school.ng,20260809_084552
student,0c409ea1-0cfe-4fa1-a002-50635d6f6e4d,Victoria Olagoke,victoria.olagoke@student.fairview-school.ng,20260809_084552
student,1f690734-a0a2-4ea7-99a0-a11929fb4778,Victoria Opoku,victoria.opoku@student.fairview-school.ng,20260809_084552
