student_id,email,temp_password
FSN-0273,olumide.chukwu0273@fairviewschoolng.com,T72FJoo2AsGBFp3bIh3hBg
FSN-0274,adaora.ogunleye0274@fairviewschoolng.com,6Ns2MU_pUYHeJrtkPy6oPw
FSN-0275,halima.nwachukwu0275@fairviewschoolng.com,raY1euZpUuqrPRmA8GtmhA
FSN-0276,adaora.uzoma0276@fairviewschoolng.com,V-Uj-W29WlQFqGKx2mTESw
FSN-0277,damilare.ibrahim0277@fairviewschoolng.com,jw-bL5hrrAznMk5U6XNNvQ
FSN-0278,olumide.nwosu0278@fairviewschoolng.com,AlHEZshGHNqA_G7IjMkg7w
FSN-0279,ibrahim.obi0279@fairviewschoolng.com,MVzSNHKm5YQqia56LwEsMA
FSN-0280,blessing.suleiman0280@fairviewschoolng.com,_XQYO3aHJ1paAHRjwFajPQ
FSN-0281,suleiman.sani0281@fairviewschoolng.com,vT5Jc5XUFO5L_lUSTdryng
FSN-0282,rukayat.ojo0282@fairviewschoolng.com,GQT49RKtXLcaxo_bMEjvDA
FSN-0283,chibuike.yusuf0283@fairviewschoolng.com,tCjsw2QV1fO2O0yqgiabNg
FSN-0284,ronke.chukwu0284@fairviewschoolng.com,I1F1vX7xKf45ensqkUPJWA
FSN-0285,bimpe.abubakar0285@fairviewschoolng.com,48hY9JwODfVgMYkbYxqEMg
FSN-0286,ikenna.okoro0286@fairviewschoolng.com,Vxjd15EQh24FwwO0Zc7jnA
FSN-0287,segun.nwosu0287@fairviewschoolng.com,9bmlxmX8v1Rbnl3eaURXqQ
FSN-0288,obinna.danjuma0288@fairviewschoolng.com,yDKNdd4gmIxQkyYewLrHHg
FSN-0289,kunle.suleiman0289@fairviewschoolng.com,5kFnuBIdl1kzVb3gndU9wg
FSN-0290,suleiman.adeyemi0290@fairviewschoolng.com,a-HVSXTwE_McDQC_hS7NQw
FSN-0291,chinedu.nnamdi0291@fairviewschoolng.com,ffSGTmjXX4SljLYLVziieA
FSN-0292,rukayat.ibrahim0292@fairviewschoolng.com,Zvi-smDJwVK6QfM7HNvuhg
FSN-0293,ifeoma.suleiman0293@fairviewschoolng.com,PHd7OIw5KnXcodkPAVEgUg
FSN-0294,bimpe.adeleke0294@fairviewschoolng.com,XHe7tqThh_hWFBD1NWKpdQ
FSN-0295,blessing.danjuma0295@fairviewschoolng.com,b77WxvbQD4ubAcDLcNLehQ
FSN-0296,obinna.umeh0296@fairviewschoolng.com,t7bDzdqgLzcIWaVmd82k8Q
FSN-0297,uche.uzoma0297@fairviewschoolng.com,KdIOl0tzmb0PoiBvet_rEA
FSN-0298,ibrahim.chukwuemeka0298@fairviewschoolng.com,ojXJ2wUh0rTcBmskjKnmFw
FSN-0299,fatima.adeyemi0299@fairviewschoolng.com,ue2gQj3j0SG6MFOovU1jIQ
FSN-0300,kunle.umeh0300@fairviewschoolng.com,3bnv3x-fkReWbv2Z5P4vcw
FSN-0301,rukayat.okoro0301@fairviewschoolng.com,rJzn6lxZ6_bjJnYSGJT57w
FSN-0302,ronke.uzoma0302@fairviewschoolng.com,3yXBv3-gdWm3UWyrlEZp0Q
FSN-0303,bimpe.adeleke0303@fairviewschoolng.com,NHAyvMyFbTyV1cQXbpZt3Q
FSN-0304,adaeze.okonkwo0304@fairviewschoolng.com,Hgjrw5O0xZlYtW7dHIrdIQ
FSN-0305,ronke.adeyemi0305@fairviewschoolng.com,xud6hP5zCJ6NguYPHpNlpQ
FSN-0306,uche.okoro0306@fairviewschoolng.com,uqz78q9tNx75ixqZBg4sJA
FSN-0307,rukayat.adebayo0307@fairviewschoolng.com,F3zZ08m3z1aXp8iG4BZ19w
FSN-0308,tunde.suleiman0308@fairviewschoolng.com,1H8o_rdlnbka2ur9nSC5mA
FSN-0309,obinna.abubakar0309@fairviewschoolng.com,coeMA5ppBeYcyW98DiFocw
FSN-0310,kunle.ibrahim0310@fairviewschoolng.com,XXV7wZ2qqPOY0HH6LhFL5g
FSN-0311,adaeze.bello0311@fairviewschoolng.com,WbDd4ZG7NMb_TuG9bRqWkQ
FSN-0312,adaora.adeyemi0312@fairviewschoolng.com,-kzW_XzPEK5sB2AYgv0fUA
FSN-0313,chidinma.nnamdi0313@fairviewschoolng.com,kxI3sOCk79tpKKREdD2a0w
FSN-0314,funke.danjuma0314@fairviewschoolng.com,FbPPCqp00u27cUVHLdtkcQ
FSN-0315,kunle.musa0315@fairviewschoolng.com,tcE3srvY9DY5T16DkajEzg
FSN-0316,adaora.chukwu0316@fairviewschoolng.com,EgcUeTHjezpXoguwUTjhtQ
FSN-0317,yetunde.nwachukwu0317@fairviewschoolng.com,yYC2zu9A1O4G_-zs_5qEDA
FSN-0318,blessing.musa0318@fairviewschoolng.com,Ao5sn5www72l-sV2zhBvOA
FSN-0319,funke.uzoma0319@fairviewschoolng.com,1aUKW1ZY5YhcTjom4KMnWg
FSN-0320,nkechi.bakare0320@fairviewschoolng.com,CrRZ4MDZPq_TEDUgUE-1vw
FSN-0321,suleiman.ogunleye0321@fairviewschoolng.com,azpSwuBaCy2UlyAg9fegNw
FSN-0322,ifeoma.eze0322@fairviewschoolng.com,VPr7Fb8F6WdyV-jthT6MEQ
FSN-0323,rukayat.sani0323@fairviewschoolng.com,EPlxku4tEoXVJvyaZ7AeVA
FSN-0324,ronke.sani0324@fairviewschoolng.com,7B5a55bjJ2V49HrGp75NWQ
FSN-0325,segun.adebayo0325@fairviewschoolng.com,Tht3btN5rYpZyyk2ByQtkw
FSN-0326,chukwudi.ogunleye0326@fairviewschoolng.com,92zk_VhMZcfGcWbwyW9OYw
FSN-0327,grace.okeke0327@fairviewschoolng.com,zYg4JzORY2v7KUnt88YXOA
FSN-0328,kunle.chukwu0328@fairviewschoolng.com,_ZvTqQ5y7IIHBzujX5EDdA
FSN-0329,suleiman.nnamdi0329@fairviewschoolng.com,WgeOuA4nSXrjlwKOp26tsQ
FSN-0330,femi.bakare0330@fairviewschoolng.com,oy7POBva0osyROxhyfw_0A
FSN-0331,kelechi.uzoma0331@fairviewschoolng.com,dRjkGmpoHBw7Ja7npTZfrg
FSN-0332,ayodele.chukwuemeka0332@fairviewschoolng.com,jDr2rsWMrpDUK0UTq8ANvg
FSN-0333,nkechi.adeleke0333@fairviewschoolng.com,mTSuV0xUEY6TeUjGlny90Q
FSN-0334,zainab.bakare0334@fairviewschoolng.com,DzDVQ_dBMrAIvROoimLM4g
FSN-0335,adaora.suleiman0335@fairviewschoolng.com,fGaJ9t5WFjgWGjOwuP20BA
FSN-0336,yetunde.obi0336@fairviewschoolng.com,NZVxDpvZrtKZzW_9SgX3wQ
FSN-0337,ngozi.chukwuemeka0337@fairviewschoolng.com,r7IKLDGVRomuUEAX8nh6bA
FSN-0338,tunde.adebayo0338@fairviewschoolng.com,zpXQ3fTktZ7OhItwKmVDlA
FSN-0339,funke.chukwuemeka0339@fairviewschoolng.com,hkMUb7qke8TFfYWoYpmM-g
FSN-0340,amaka.chukwu0340@fairviewschoolng.com,XQrxrNN7KbAdOrlht4_iEA
FSN-0341,ndidi.abubakar0341@fairviewschoolng.com,4JwJ6Jdn_eJTk7OkdXcxjg
FSN-0342,fatima.ogunleye0342@fairviewschoolng.com,hpXDM-XoWOlQ54p86JaXfw
FSN-0343,chidinma.musa0343@fairviewschoolng.com,AAlTw7-6TH75Mjuq8sYjvA
FSN-0344,ronke.chukwuemeka0344@fairviewschoolng.com,6BhIFnUD73wBqdd7QkI_AQ
FSN-0345,ngozi.adeleke0345@fairviewschoolng.com,AAQQ6D3OHpzasiWc8bV8mQ
FSN-0346,olumide.yusuf0346@fairviewschoolng.com,YUUVLjwrGsowvkqA_J5X9g
FSN-0347,uche.nwachukwu0347@fairviewschoolng.com,otlRsRd1N0TXA0NTzMyBog
FSN-0348,adaora.adeleke0348@fairviewschoolng.com,5IdrguxoFBZl7rnITVgELw
FSN-0349,aisha.danjuma0349@fairviewschoolng.com,klCxoxHpuawAzFP6if7w0Q
FSN-0350,ayodele.nwachukwu0350@fairviewschoolng.com,OmsJFpamCUCYvIk7if7pEQ
FSN-0351,chibuike.abubakar0351@fairviewschoolng.com,M8RhMEwzuAy6iAucXzlxow
FSN-0352,grace.ezenwa0352@fairviewschoolng.com,dAeKGhqjY4AT5YjClFz8iQ
FSN-0353,grace.okonkwo0353@fairviewschoolng.com,m2CXfn_s8r97R4Uca4Mf3w
FSN-0354,amaka.okoro0354@fairviewschoolng.com,XMhFfBEuOv0YYcaHQeLkRQ
FSN-0355,uche.ezenwa0355@fairviewschoolng.com,IvHJunwuHrIm2oceU-XQug
FSN-0356,tunde.ibrahim0356@fairviewschoolng.com,BE-OjwRJSj7BHxED2pSWjA
FSN-0357,funke.ojo0357@fairviewschoolng.com,mwRw6E_szm-m_-G4EjQ91A
FSN-0358,blessing.ezenwa0358@fairviewschoolng.com,J6AhtOJbFRDEpb9sydTIcA
FSN-0359,yetunde.yusuf0359@fairviewschoolng.com,gEwRkzCpICTeWNKyx19yqg
FSN-0360,adaora.ezenwa0360@fairviewschoolng.com,91eTeug3LWHKxbdRte669A
FSN-0361,ikenna.adeyemi0361@fairviewschoolng.com,vmGUWLBRSGiSOj3Pbt3RJQ
FSN-0362,chukwudi.suleiman0362@fairviewschoolng.com,sbdksAWldoMsS--_jzHTTg
FSN-0363,uche.uzoma0363@fairviewschoolng.com,JhSnOcRUmmv6abU4qRD1Nw
FSN-0364,kelechi.bello0364@fairviewschoolng.com,Yj6R3MffVtdqMY73F7PkKg
FSN-0365,amaka.nwachukwu0365@fairviewschoolng.com,iTzk8hxs-5LmM4wEbvDWsA
FSN-0366,ifeoma.chukwu0366@fairviewschoolng.com,rBzp0RzdvSk48RcI5j4tAg
FSN-0367,chidinma.nnamdi0367@fairviewschoolng.com,eg_1o68vYmSpixrXxC3G3A
FSN-0368,femi.okonkwo0368@fairviewschoolng.com,KDm7cMtA3I442bGqKMDSfA
FSN-0369,ndidi.danjuma0369@fairviewschoolng.com,xJo399ebGCp6w3eyKu-c7w
FSN-0370,kunle.bello0370@fairviewschoolng.com,SuxdZ6ESxqDxvFIb1QwWfg
FSN-0371,ikenna.ezenwa0371@fairviewschoolng.com,MGXWTta2dO-QMUruSQ9yJA
FSN-0372,rukayat.danjuma0372@fairviewschoolng.com,-6pD8VrlvbznKyUrUv7iNQ
FSN-0373,ayodele.chukwuemeka0373@fairviewschoolng.com,Sy6AGpdJorLDfrFxv71aGw
FSN-0374,femi.ogunleye0374@fairviewschoolng.com,ETuU3bN0H4QX8qAb86pp5g
FSN-0375,ronke.adebayo0375@fairviewschoolng.com,Vm1BGkWffBXIZNaKyq57XQ
FSN-0376,kelechi.lawal0376@fairviewschoolng.com,yUXlDhsP-KJfy2vEqce7oQ
FSN-0377,yetunde.bello0377@fairviewschoolng.com,0363tciBP_8vyuf688iuIw
FSN-0378,kelechi.okafor0378@fairviewschoolng.com,vmiiyeZ0n_CFhm73DgFejg
FSN-0379,zainab.adeleke0379@fairviewschoolng.com,94NZQ8njugmXlnoVtvb1cw
FSN-0380,ronke.ezenwa0380@fairviewschoolng.com,gp0tOPK_ltiocmeH2FVm0g
FSN-0381,ngozi.yusuf0381@fairviewschoolng.com,mnqEHL3enMl8NrnECy-NSA
FSN-0382,grace.suleiman0382@fairviewschoolng.com,jnnyC1ybEmmurZT38JD-iA
FSN-0383,ndidi.okafor0383@fairviewschoolng.com,lqPYu3XG6LcEAiFXjKYIIg
FSN-0384,bimpe.okeke0384@fairviewschoolng.com,uU526sqdGdKoKGX3T64k8A
FSN-0385,adaeze.okeke0385@fairviewschoolng.com,AtUQh2cSQ2uMKVH-4MZjoA
FSN-0386,ikenna.okoro0386@fairviewschoolng.com,IZQ_3g3Nx_OZx62dwRdY_w
FSN-0387,bimpe.sani0387@fairviewschoolng.com,y1nkqkVgM_miDe88IjTsxA
FSN-0388,ikenna.umeh0388@fairviewschoolng.com,1qs73DoMV2HKJTaOmL6Nqw
FSN-0389,chiamaka.nwosu0389@fairviewschoolng.com,sAg9oe5VuwDWfiaa2VSfjw
FSN-0390,ikenna.adebayo0390@fairviewschoolng.com,lYQbqNLEwlv5J5z0cnM8yA
FSN-0391,yakubu.lawal0391@fairviewschoolng.com,kVGVh4dnGOKLNnCs4DbYDA
FSN-0392,chukwudi.umeh0392@fairviewschoolng.com,Wcrog5jFd6aNIoy9sm1Ggg
FSN-0393,ifeoma.abubakar0393@fairviewschoolng.com,oIkmUsadt8Yt9YN9qBV7sA
FSN-0394,fatima.adeyemi0394@fairviewschoolng.com,SJ7mzw9EzaHd3VUbh1Pfcw
FSN-0395,funke.okoro0395@fairviewschoolng.com,lI-6z78_4D0CBqtByZJetA
FSN-0396,halima.eze0396@fairviewschoolng.com,4dqrVxp2lNnt6ucTJRt5Kw
FSN-0397,suleiman.lawal0397@fairviewschoolng.com,KNAdFBIBY-726a0mPsWoKw
FSN-0398,nkechi.okonkwo0398@fairviewschoolng.com,xm6kE3fdXFi2PHYAp1AYsg
FSN-0399,halima.adebayo0399@fairviewschoolng.com,xRywroOP92FneL1a5J-P1g
FSN-0400,bimpe.okoro0400@fairviewschoolng.com,2Rm2KgkPJd3l4Qvsz5pfdg
FSN-0401,grace.ogunleye0401@fairviewschoolng.com,6vBIyq7Qdg0PEzauvViGSQ
FSN-0402,ibrahim.sani0402@fairviewschoolng.com,0c-MCcIRPSBNlR45GCnIDA
FSN-0403,damilare.ezenwa0403@fairviewschoolng.com,kP9z5T9nGA6p0yopQcvhtg
FSN-0404,blessing.umeh0404@fairviewschoolng.com,r-QX9-bwrSb8MEXu8PDRZg
FSN-0405,amaka.adebayo0405@fairviewschoolng.com,LNz2mjMHnc_8C4juWNZawA
FSN-0406,kelechi.okafor0406@fairviewschoolng.com,twQncvYVryHD5FLp3u3DFQ
FSN-0407,ndidi.yusuf0407@fairviewschoolng.com,xM4G6sCCS0Abq5BgBdtZ7w
FSN-0408,grace.danjuma0408@fairviewschoolng.com,x7j0T6llXzwzEDAnWtP_sA
FSN-0409,ayodele.okeke0409@fairviewschoolng.com,Z8wUQbD3w6C8-5zegwNepQ
FSN-0410,rukayat.suleiman0410@fairviewschoolng.com,78Tr9CRb-nVm1DBXeeWCJQ
FSN-0411,kelechi.chukwuemeka0411@fairviewschoolng.com,mIOIzATQQ0tVCLg-p9HGmA
FSN-0412,zainab.uzoma0412@fairviewschoolng.com,GhVOaN0aIjPXYqWBry_cag
FSN-0413,emeka.nwachukwu0413@fairviewschoolng.com,viQ-zyQmiEJn8XW3iMichw
FSN-0414,adaora.uzoma0414@fairviewschoolng.com,oLMB9ffKV4T6JzT0vCcWFQ
FSN-0415,femi.lawal0415@fairviewschoolng.com,kSAShWjymZGs_jJB4htHxA
FSN-0416,damilare.ogunleye0416@fairviewschoolng.com,RFqnSD61LLXIlX_WuxYwIA
FSN-0417,yetunde.nnamdi0417@fairviewschoolng.com,UKNjmkWpY-Q70QFmUFN8cA
FSN-0418,uche.nwosu0418@fairviewschoolng.com,yH4AtXMUU3tMYIg1Gk9qLQ
FSN-0419,ayodele.ojo0419@fairviewschoolng.com,dozyJZzitKXkrhleifkJ4A
FSN-0420,adaeze.nwachukwu0420@fairviewschoolng.com,6s0OQ2cbleJkHTmWEnMZRQ
FSN-0421,ngozi.ogunleye0421@fairviewschoolng.com,6KzwDJwyAshNpCWWjzPYiw
FSN-0422,chiamaka.ezenwa0422@fairviewschoolng.com,zDhaUXboIt09j0ARfuyq3w
FSN-0423,grace.danjuma0423@fairviewschoolng.com,CY4vSgs54W8N9sMhD660vA
FSN-0424,yetunde.lawal0424@fairviewschoolng.com,LAnqYrF9Ukn4SxsQskIWZQ
FSN-0425,ifeoma.yusuf0425@fairviewschoolng.com,wVc--u51Abj5B1gEVjBR5g
FSN-0426,ngozi.uzoma0426@fairviewschoolng.com,FoUlOL4nJHN8DDpbxmsEcQ
FSN-0427,blessing.danjuma0427@fairviewschoolng.com,5NnnV1ripvt4affxfy2YRw
FSN-0428,ikenna.okeke0428@fairviewschoolng.com,TSYgZawO7pXM45tAR701EA
FSN-0429,musa.suleiman0429@fairviewschoolng.com,R6dPB07jbepO84AnyrrNFA
FSN-0430,olumide.eze0430@fairviewschoolng.com,Pjw0SLmdagoyySrjTBnx5g
FSN-0431,suleiman.eze0431@fairviewschoolng.com,RsvpWxoQObIOJiXJkqquxg
FSN-0432,femi.musa0432@fairviewschoolng.com,Nu18lSw8h8UUn2q5cdxoHA
FSN-0433,ikenna.okeke0433@fairviewschoolng.com,sEVekQyl8NvhEqfaF9ss8w
FSN-0434,fatima.obi0434@fairviewschoolng.com,EOi-DqnnaMcx--ygh2OWAg
FSN-0435,halima.uzoma0435@fairviewschoolng.com,z8czqv--3-CEIqiOScvgcQ
FSN-0436,ibrahim.okeke0436@fairviewschoolng.com,z1YFWWV0YTgo4s1ZFLIPwA
FSN-0437,chiamaka.abubakar0437@fairviewschoolng.com,o0kQ1i-EIPZDq_CDBAW_sw
FSN-0438,amaka.bello0438@fairviewschoolng.com,0PRQd4BuuVcrZoq7GA9P6w
FSN-0439,ifeoma.obi0439@fairviewschoolng.com,Tzb_um_zJ6tMBWTu-zJ-6Q
FSN-0440,nkechi.uzoma0440@fairviewschoolng.com,ESnApzORlxWD361-Wu5cAw
FSN-0441,ayodele.ogunleye0441@fairviewschoolng.com,wtiVXyZDdyWQAJ7tEDUCDw
FSN-0442,nkechi.abubakar0442@fairviewschoolng.com,lsbRCzPDB53m0ji6Ru00qA
FSN-0443,kelechi.okonkwo0443@fairviewschoolng.com,nCsxOIxggSBxsFsFuBPi4Q
FSN-0444,ikenna.nwachukwu0444@fairviewschoolng.com,ZNMyHBtLaMlP8J_qT9T9UA
FSN-0445,ronke.nwosu0445@fairviewschoolng.com,Jf1BaGXVCsYe9XvWqa6onA
FSN-0446,emeka.ibrahim0446@fairviewschoolng.com,KWZkrOA8fifsktz3uM7n2Q
FSN-0447,zainab.danjuma0447@fairviewschoolng.com,aYTslfl2is6p6lxPWJbHPg
FSN-0448,ayodele.adeleke0448@fairviewschoolng.com,CHd7LTKKiUBjM6BwcnWuwQ
FSN-0449,blessing.lawal0449@fairviewschoolng.com,gdYmVYg_kkyVatHZz1lNBA
FSN-0450,musa.ojo0450@fairviewschoolng.com,owyiZtHz3SyjcLA4delcww
